resume_id,job_id,label,semantic_sim,jaccard_sim,overlap_ratio
r_187,AI07815,0,0.42108064889907837,0.0625,0.25
r_224,AI06782,0,0.40979331731796265,0.25,0.25
r_93,AI00764,0,0.4202497601509094,0.058823529411764705,0.2
r_200,AI02807,0,0.3900330662727356,0.0625,0.25
r_1531,AI13061,1,0.444348007440567,0.5,0.5
r_209,AI10773,0,0.4400256872177124,0.25,0.25
r_575,AI07674,0,0.3465796411037445,0.0625,0.25
r_187,AI09286,1,0.4844158887863159,0.07142857142857142,0.5
r_566,AI12688,0,0.3668689727783203,0.0625,0.25
r_594,AI07453,0,0.47941920161247253,0.25,0.25
r_209,AI02444,0,0.37288278341293335,0.25,0.25
r_134,AI08937,0,0.4432632029056549,0.2,0.2
r_451,AI00990,0,0.49112236499786377,0.0625,0.25
r_160,AI07864,0,0.5354488492012024,0.058823529411764705,0.2
r_594,AI14654,0,0.37578949332237244,0.25,0.25
r_160,AI10545,0,0.5125082731246948,0.058823529411764705,0.2
r_566,AI12121,0,0.4181457757949829,0.0625,0.25
r_58,AI10159,0,0.4736652970314026,0.058823529411764705,0.2
r_200,AI13885,0,0.4989897608757019,0.058823529411764705,0.2
r_566,AI12605,0,0.43568140268325806,0.0625,0.25
r_160,AI11351,0,0.44951891899108887,0.0625,0.25
r_566,AI11365,0,0.6253637671470642,0.058823529411764705,0.2
r_451,AI13436,0,0.4715454876422882,0.0625,0.25
r_2716,AI09843,1,0.4565392732620239,0.5,0.5
r_12,AI03667,0,0.43760818243026733,0.2,0.2
r_681,AI01653,1,0.3722018301486969,0.5,0.5
r_174,AI01744,0,0.39700084924697876,0.2,0.2
r_111,AI07877,0,0.42708343267440796,0.058823529411764705,0.2
r_346,AI00050,0,0.41797590255737305,0.058823529411764705,0.2
r_594,AI05817,0,0.35930758714675903,0.2,0.2
r_656,AI12848,0,0.4145522117614746,0.058823529411764705,0.2
r_224,AI05545,0,0.4291113615036011,0.2,0.2
r_594,AI01848,0,0.44590407609939575,0.2,0.2
r_224,AI13324,0,0.3736001253128052,0.2,0.2
r_187,AI14299,0,0.5199859142303467,0.0625,0.25
r_632,AI05108,0,0.3715667426586151,0.058823529411764705,0.2
r_134,AI08291,0,0.390464186668396,0.2,0.2
r_656,AI00085,0,0.4122309684753418,0.058823529411764705,0.2
r_93,AI10826,0,0.4787229299545288,0.058823529411764705,0.2
r_12,AI11088,0,0.464099258184433,0.2,0.2
r_566,AI14775,0,0.46710845828056335,0.0625,0.25
r_209,AI09462,0,0.4395744204521179,0.2,0.2
r_224,AI01938,0,0.43390318751335144,0.2,0.2
r_58,AI03749,0,0.5195994973182678,0.0625,0.25
r_2895,AI10551,1,0.26689618825912476,0.07142857142857142,0.5
r_58,AI11410,0,0.5536527633666992,0.0625,0.25
r_406,AI06601,0,0.3879401683807373,0.0625,0.25
r_562,AI05801,0,0.4272218346595764,0.0625,0.25
r_503,AI07362,0,0.5493701696395874,0.058823529411764705,0.2
r_1231,AI10587,1,0.28322774171829224,0.07142857142857142,0.5
r_588,AI00764,0,0.6096071004867554,0.058823529411764705,0.2
r_632,AI03639,0,0.5991195440292358,0.0625,0.25
r_132,AI11060,0,0.4060264825820923,0.0625,0.25
r_174,AI04694,0,0.30844366550445557,0.25,0.25
r_12,AI00284,0,0.38506627082824707,0.25,0.25
r_132,AI07400,0,0.45808854699134827,0.058823529411764705,0.2
r_132,AI12593,0,0.4575031101703644,0.0625,0.25
r_89,AI00031,0,0.4306306838989258,0.2,0.2
r_93,AI06402,0,0.3068680763244629,0.058823529411764705,0.2
r_562,AI06833,0,0.42169642448425293,0.0625,0.25
r_539,AI00415,0,0.2183392196893692,0.058823529411764705,0.2
r_451,AI09994,0,0.5364353656768799,0.0625,0.25
r_375,AI04499,0,0.39425545930862427,0.0625,0.25
r_187,AI01930,0,0.5376120209693909,0.0625,0.25
r_588,AI13269,0,0.504787266254425,0.058823529411764705,0.2
r_1549,AI10551,1,0.2918943762779236,0.07142857142857142,0.5
r_656,AI01026,0,0.5979771614074707,0.058823529411764705,0.2
r_187,AI10346,0,0.5052304267883301,0.0625,0.25
r_89,AI10427,0,0.4378472864627838,0.2,0.2
r_594,AI06231,0,0.4408539831638336,0.25,0.25
r_539,AI08458,0,0.21034829318523407,0.0625,0.25
r_174,AI03308,0,0.3670632541179657,0.25,0.25
r_174,AI06923,0,0.3187718391418457,0.25,0.25
r_346,AI02233,0,0.45722848176956177,0.058823529411764705,0.2
r_89,AI12818,0,0.3985721170902252,0.25,0.25
r_575,AI05108,0,0.3966262936592102,0.058823529411764705,0.2
r_562,AI00553,0,0.5575220584869385,0.058823529411764705,0.2
r_575,AI05187,0,0.5576366186141968,0.0625,0.25
r_539,AI12262,0,0.1542697250843048,0.058823529411764705,0.2
r_656,AI05183,1,0.32365894317626953,0.07142857142857142,0.5
r_89,AI09113,0,0.39536356925964355,0.2,0.2
r_132,AI09573,1,0.292300283908844,0.07142857142857142,0.5
r_134,AI04900,0,0.4685453176498413,0.25,0.25
r_561,AI05471,0,0.5475560426712036,0.0625,0.25
r_2130,AI01360,1,0.350297749042511,0.07142857142857142,0.5
r_200,AI09619,0,0.46651744842529297,0.058823529411764705,0.2
r_2857,AI05724,1,0.4533621072769165,0.5,0.5
r_58,AI13443,0,0.35843127965927124,0.0625,0.25
r_174,AI05779,0,0.39165642857551575,0.2,0.2
r_1197,AI14187,1,0.5413036346435547,0.07142857142857142,0.5
r_134,AI02444,0,0.37288278341293335,0.25,0.25
r_12,AI11164,0,0.41660699248313904,0.25,0.25
r_575,AI06738,0,0.42994076013565063,0.0625,0.25
r_588,AI13214,0,0.45154738426208496,0.0625,0.25
r_200,AI13713,0,0.4894806742668152,0.0625,0.25
r_12,AI13811,0,0.4309169054031372,0.25,0.25
r_174,AI13231,0,0.3426649570465088,0.25,0.25
r_209,AI02577,0,0.3728320002555847,0.25,0.25
r_134,AI05582,0,0.47954756021499634,0.25,0.25
r_594,AI01474,1,0.4448815584182739,0.5,0.5
r_224,AI13817,0,0.43520477414131165,0.2,0.2
r_209,AI10077,0,0.40671736001968384,0.25,0.25
r_132,AI00154,0,0.43567681312561035,0.0625,0.25
r_1955,AI07018,1,0.45612451434135437,0.5,0.5
r_588,AI12964,0,0.5548715591430664,0.0625,0.25
r_187,AI08508,0,0.5256664752960205,0.058823529411764705,0.2
r_594,AI01631,0,0.4125629663467407,0.2,0.2
r_134,AI08018,0,0.46317046880722046,0.2,0.2
r_539,AI06324,0,0.19240030646324158,0.058823529411764705,0.2
r_539,AI08440,0,0.3118630051612854,0.058823529411764705,0.2
r_12,AI05637,0,0.44578924775123596,0.2,0.2
r_375,AI13340,0,0.3502580523490906,0.0625,0.25
r_503,AI04698,0,0.43660473823547363,0.058823529411764705,0.2
r_111,AI08487,0,0.5513484477996826,0.058823529411764705,0.2
r_89,AI14865,0,0.4392898678779602,0.2,0.2
r_561,AI12927,0,0.5215620398521423,0.0625,0.25
r_561,AI06515,0,0.5419447422027588,0.0625,0.25
r_134,AI10864,0,0.48301026225090027,0.2,0.2
r_89,AI07697,0,0.434455931186676,0.25,0.25
r_561,AI02168,0,0.531383752822876,0.0625,0.25
r_224,AI09972,0,0.378217875957489,0.2,0.2
r_160,AI02675,0,0.4779477119445801,0.058823529411764705,0.2
r_209,AI01242,0,0.4173099398612976,0.25,0.25
r_2895,AI07230,1,0.27195894718170166,0.07142857142857142,0.5
r_599,AI11950,0,0.5874148607254028,0.058823529411764705,0.2
r_656,AI13184,0,0.45592939853668213,0.0625,0.25
r_632,AI08984,0,0.40966397523880005,0.058823529411764705,0.2
r_406,AI10508,0,0.41832154989242554,0.0625,0.25
r_503,AI12138,0,0.6574227809906006,0.0625,0.25
r_539,AI04596,0,0.25559714436531067,0.0625,0.25
r_160,AI07745,0,0.46343767642974854,0.0625,0.25
r_93,AI11644,0,0.38375747203826904,0.0625,0.25
r_93,AI07625,0,0.505457878112793,0.0625,0.25
r_656,AI01709,0,0.5690040588378906,0.058823529411764705,0.2
r_224,AI03331,0,0.45939189195632935,0.25,0.25
r_2088,AI02869,1,0.47561880946159363,0.5,0.5
r_632,AI01173,0,0.29064977169036865,0.0625,0.25
r_575,AI00208,0,0.5585088729858398,0.058823529411764705,0.2
r_89,AI07656,0,0.43638288974761963,0.2,0.2
r_89,AI13258,0,0.4240950345993042,0.2,0.2
r_562,AI11032,0,0.5366264581680298,0.058823529411764705,0.2
r_656,AI05594,0,0.4253959655761719,0.0625,0.25
r_346,AI14330,0,0.5275452136993408,0.058823529411764705,0.2
r_209,AI13957,0,0.4465467929840088,0.25,0.25
r_632,AI09490,0,0.4768112301826477,0.058823529411764705,0.2
r_588,AI01814,0,0.5667216777801514,0.058823529411764705,0.2
r_575,AI05202,0,0.33608800172805786,0.058823529411764705,0.2
r_174,AI02704,0,0.2342461496591568,0.25,0.25
r_93,AI12511,0,0.3808559775352478,0.0625,0.25
r_599,AI02387,0,0.5600581169128418,0.058823529411764705,0.2
r_174,AI10400,0,0.4351268708705902,0.25,0.25
r_375,AI01541,0,0.47369325160980225,0.0625,0.25
r_89,AI05864,0,0.45155778527259827,0.2,0.2
r_562,AI14437,0,0.36941200494766235,0.058823529411764705,0.2
r_346,AI05365,0,0.5175586342811584,0.0625,0.25
r_539,AI06825,1,0.25796693563461304,0.07142857142857142,0.5
r_209,AI02073,0,0.42954525351524353,0.2,0.2
r_200,AI11827,0,0.3646833896636963,0.0625,0.25
r_562,AI08257,0,0.5188311338424683,0.058823529411764705,0.2
r_224,AI14531,0,0.4390357732772827,0.25,0.25
r_588,AI04833,0,0.5205352306365967,0.058823529411764705,0.2
r_160,AI14362,1,0.4261350929737091,0.07142857142857142,0.5
r_575,AI08701,0,0.37931638956069946,0.0625,0.25
r_2857,AI00436,1,0.45637086033821106,0.5,0.5
r_224,AI09351,0,0.4261607527732849,0.2,0.2
r_111,AI13885,0,0.524574875831604,0.058823529411764705,0.2
r_160,AI13356,0,0.4688784182071686,0.058823529411764705,0.2
r_632,AI09058,0,0.35096102952957153,0.0625,0.25
r_681,AI14770,1,0.4474855363368988,0.5,0.5
r_187,AI02901,0,0.6122739315032959,0.058823529411764705,0.2
r_406,AI03649,0,0.37560218572616577,0.0625,0.25
r_566,AI00457,0,0.5184928178787231,0.058823529411764705,0.2
r_111,AI08780,0,0.5622376203536987,0.0625,0.25
r_93,AI10024,0,0.3616086542606354,0.0625,0.25
r_566,AI12452,0,0.4723140597343445,0.058823529411764705,0.2
r_187,AI10859,0,0.4500168263912201,0.0625,0.25
r_89,AI04118,0,0.43719542026519775,0.25,0.25
r_451,AI11444,0,0.5093467831611633,0.0625,0.25
r_599,AI14792,0,0.5776872634887695,0.058823529411764705,0.2
r_89,AI02073,0,0.42954525351524353,0.2,0.2
r_12,AI03742,1,0.4448815584182739,0.5,0.5
r_111,AI11207,0,0.4684492349624634,0.0625,0.25
r_539,AI00045,1,0.2369472086429596,0.07142857142857142,0.5
r_588,AI05183,1,0.29751768708229065,0.07142857142857142,0.5
r_200,AI02483,0,0.4575210511684418,0.058823529411764705,0.2
r_656,AI03820,0,0.4287000298500061,0.0625,0.25
r_111,AI00437,0,0.5414019823074341,0.0625,0.25
r_346,AI13340,0,0.4122713804244995,0.0625,0.25
r_451,AI11827,0,0.38324880599975586,0.0625,0.25
r_134,AI04017,0,0.4947183132171631,0.25,0.25
r_209,AI12217,0,0.4229879379272461,0.25,0.25
r_187,AI01216,0,0.5879029035568237,0.058823529411764705,0.2
r_562,AI09737,0,0.5183606743812561,0.058823529411764705,0.2
r_406,AI04499,0,0.460681676864624,0.0625,0.25
r_111,AI02482,0,0.5421816110610962,0.058823529411764705,0.2
r_406,AI03712,0,0.4768185019493103,0.0625,0.25
r_562,AI09434,1,0.5045837163925171,0.07142857142857142,0.5
r_503,AI07753,0,0.5077470541000366,0.058823529411764705,0.2
r_539,AI10173,0,0.25726354122161865,0.058823529411764705,0.2
r_93,AI09619,0,0.5360583066940308,0.058823529411764705,0.2
r_594,AI04364,0,0.4782612919807434,0.25,0.25
r_575,AI11122,1,0.4574127495288849,0.07142857142857142,0.5
r_656,AI00817,0,0.6544687747955322,0.0625,0.25
r_451,AI05192,0,0.42563581466674805,0.058823529411764705,0.2
r_224,AI02732,0,0.41707926988601685,0.25,0.25
r_12,AI04937,0,0.41113242506980896,0.25,0.25
r_768,AI05568,1,0.4025017023086548,0.07142857142857142,0.5
r_451,AI06194,0,0.5023791790008545,0.058823529411764705,0.2
r_503,AI11419,0,0.5090570449829102,0.0625,0.25
r_93,AI04122,0,0.5318395495414734,0.058823529411764705,0.2
r_632,AI08699,0,0.41637009382247925,0.0625,0.25
r_562,AI09398,0,0.4367368221282959,0.0625,0.25
r_93,AI14946,0,0.4158076047897339,0.0625,0.25
r_406,AI01777,0,0.5075766444206238,0.058823529411764705,0.2
r_2857,AI07018,1,0.45612451434135437,0.5,0.5
r_575,AI11600,0,0.4589548408985138,0.058823529411764705,0.2
r_575,AI12848,0,0.4715315103530884,0.058823529411764705,0.2
r_566,AI13028,0,0.3546242117881775,0.058823529411764705,0.2
r_12,AI05062,0,0.40369781851768494,0.25,0.25
r_93,AI05187,0,0.429390013217926,0.0625,0.25
r_673,AI01281,0,0.40103012323379517,0.16666666666666666,0.2
r_2489,AI06296,1,0.43575620651245117,0.07142857142857142,0.5
r_160,AI09627,0,0.4479394555091858,0.0625,0.25
r_58,AI14573,0,0.4611690044403076,0.058823529411764705,0.2
r_160,AI12593,0,0.5588028430938721,0.0625,0.25
r_209,AI00664,0,0.43901219964027405,0.25,0.25
r_375,AI10859,0,0.32798874378204346,0.0625,0.25
r_12,AI09671,0,0.42243075370788574,0.25,0.25
r_566,AI12930,0,0.5278596878051758,0.0625,0.25
r_588,AI01981,0,0.6344303488731384,0.058823529411764705,0.2
r_673,AI03828,0,0.4152998924255371,0.16666666666666666,0.2
r_89,AI05309,0,0.43530651926994324,0.2,0.2
r_93,AI12053,0,0.47797706723213196,0.058823529411764705,0.2
r_160,AI08916,0,0.43118277192115784,0.0625,0.25
r_539,AI10080,0,0.38916128873825073,0.058823529411764705,0.2
r_539,AI12174,0,0.23094405233860016,0.0625,0.25
r_111,AI04277,0,0.4321453273296356,0.058823529411764705,0.2
r_93,AI00447,0,0.31407448649406433,0.058823529411764705,0.2
r_111,AI09230,0,0.5048243999481201,0.0625,0.25
r_174,AI07889,0,0.3901742994785309,0.25,0.25
r_93,AI02280,0,0.5200780630111694,0.058823529411764705,0.2
r_12,AI06010,0,0.3445245623588562,0.25,0.25
r_503,AI09685,0,0.44689440727233887,0.0625,0.25
r_93,AI03934,0,0.39713892340660095,0.058823529411764705,0.2
r_200,AI13133,0,0.4829829931259155,0.058823529411764705,0.2
r_132,AI08351,0,0.4226861596107483,0.0625,0.25
r_12,AI01909,0,0.44939765334129333,0.25,0.25
r_575,AI06258,0,0.3582063615322113,0.0625,0.25
r_594,AI06944,1,0.444348007440567,0.5,0.5
r_709,AI05177,1,0.3621327579021454,0.07142857142857142,0.5
r_187,AI09701,0,0.5330101847648621,0.058823529411764705,0.2
r_561,AI06877,0,0.5332311987876892,0.058823529411764705,0.2
r_111,AI07161,0,0.433786541223526,0.0625,0.25
r_562,AI03582,0,0.3984835147857666,0.058823529411764705,0.2
r_375,AI00154,0,0.384013831615448,0.0625,0.25
r_562,AI02390,0,0.5069161057472229,0.0625,0.25
r_89,AI12303,0,0.37671929597854614,0.25,0.25
r_89,AI13965,0,0.39024555683135986,0.25,0.25
r_200,AI09009,0,0.28715914487838745,0.0625,0.25
r_134,AI10310,0,0.43948298692703247,0.25,0.25
r_187,AI02168,0,0.6608052849769592,0.0625,0.25
r_575,AI12021,0,0.4508845806121826,0.0625,0.25
r_111,AI06508,0,0.5239664316177368,0.058823529411764705,0.2
r_134,AI08637,0,0.4117026627063751,0.25,0.25
r_93,AI07150,0,0.5743564367294312,0.058823529411764705,0.2
r_566,AI10173,0,0.43519076704978943,0.058823529411764705,0.2
r_2130,AI08237,1,0.36632293462753296,0.07142857142857142,0.5
r_588,AI02344,0,0.5216414928436279,0.058823529411764705,0.2
r_539,AI03441,0,0.23827646672725677,0.058823529411764705,0.2
r_632,AI10648,1,0.3895030915737152,0.07142857142857142,0.5
r_656,AI04807,0,0.46198752522468567,0.058823529411764705,0.2
r_58,AI14610,0,0.47832632064819336,0.058823529411764705,0.2
r_224,AI01798,0,0.3064856231212616,0.2,0.2
r_58,AI05754,0,0.4717438220977783,0.058823529411764705,0.2
r_89,AI01107,1,0.4447280764579773,0.5,0.5
r_160,AI03784,0,0.5001264810562134,0.058823529411764705,0.2
r_187,AI09969,0,0.4304271340370178,0.0625,0.25
r_200,AI04678,0,0.5140312910079956,0.058823529411764705,0.2
r_93,AI09627,0,0.45358049869537354,0.0625,0.25
r_209,AI06774,0,0.3172852396965027,0.2,0.2
r_451,AI06180,0,0.40749412775039673,0.058823529411764705,0.2
r_673,AI08487,0,0.3502658009529114,0.16666666666666666,0.2
r_451,AI07255,0,0.39947453141212463,0.058823529411764705,0.2
r_562,AI03559,0,0.4990335702896118,0.058823529411764705,0.2
r_632,AI09879,0,0.4134983420372009,0.058823529411764705,0.2
r_224,AI08790,0,0.4149000942707062,0.2,0.2
r_406,AI10932,0,0.427787184715271,0.0625,0.25
r_2922,AI00156,1,0.4109483063220978,0.07142857142857142,0.5
r_174,AI07904,0,0.4257104992866516,0.25,0.25
r_566,AI00817,0,0.627780020236969,0.0625,0.25
r_406,AI03441,0,0.4269784986972809,0.058823529411764705,0.2
r_224,AI09574,0,0.40958070755004883,0.25,0.25
r_209,AI05577,0,0.4513393044471741,0.2,0.2
r_599,AI04214,0,0.6006337404251099,0.058823529411764705,0.2
r_224,AI01722,0,0.4763857424259186,0.2,0.2
r_561,AI01517,0,0.570847749710083,0.058823529411764705,0.2
r_406,AI12741,0,0.4964161813259125,0.0625,0.25
r_12,AI02073,0,0.42954525351524353,0.2,0.2
r_656,AI05365,0,0.3897491693496704,0.0625,0.25
r_160,AI09307,0,0.42278409004211426,0.0625,0.25
r_209,AI00170,0,0.4215427339076996,0.25,0.25
r_132,AI03161,0,0.37040019035339355,0.058823529411764705,0.2
r_89,AI01085,0,0.37406212091445923,0.2,0.2
r_599,AI11028,0,0.632038414478302,0.058823529411764705,0.2
r_539,AI04201,0,0.20550169050693512,0.058823529411764705,0.2
r_89,AI08293,0,0.41030216217041016,0.25,0.25
r_632,AI08182,0,0.36678367853164673,0.0625,0.25
r_503,AI11748,1,0.3796541690826416,0.07142857142857142,0.5
r_632,AI09442,0,0.4504740238189697,0.0625,0.25
r_406,AI11943,0,0.4497107267379761,0.058823529411764705,0.2
r_93,AI06230,0,0.3944604992866516,0.0625,0.25
r_174,AI09545,1,0.403891921043396,0.5,0.5
r_588,AI07838,0,0.4930179715156555,0.0625,0.25
r_132,AI08007,0,0.5113335251808167,0.0625,0.25
r_503,AI09839,0,0.5893113613128662,0.058823529411764705,0.2
r_599,AI08531,0,0.5896912813186646,0.058823529411764705,0.2
r_768,AI09434,1,0.5340383052825928,0.07142857142857142,0.5
r_503,AI05508,0,0.3559030294418335,0.0625,0.25
r_224,AI14981,0,0.44556373357772827,0.2,0.2
r_451,AI14167,0,0.5430507063865662,0.058823529411764705,0.2
r_58,AI11270,0,0.501029372215271,0.058823529411764705,0.2
r_375,AI08148,0,0.46603912115097046,0.058823529411764705,0.2
r_451,AI11767,0,0.4861752986907959,0.058823529411764705,0.2
r_562,AI11212,1,0.41914883255958557,0.07142857142857142,0.5
r_134,AI01943,0,0.4615802466869354,0.25,0.25
r_200,AI09006,0,0.3457258641719818,0.0625,0.25
r_12,AI10881,0,0.44192010164260864,0.25,0.25
r_132,AI12029,0,0.408535897731781,0.0625,0.25
r_12,AI08756,0,0.4932604432106018,0.25,0.25
r_2504,AI08237,1,0.28853583335876465,0.07142857142857142,0.5
r_375,AI09674,0,0.5198345184326172,0.0625,0.25
r_561,AI05332,0,0.45431020855903625,0.058823529411764705,0.2
r_1790,AI10768,1,0.4624488055706024,0.5,0.5
r_58,AI04776,0,0.3763880729675293,0.0625,0.25
r_224,AI06855,0,0.4579848647117615,0.25,0.25
r_588,AI04798,0,0.5243139863014221,0.0625,0.25
r_2509,AI03574,1,0.4908325672149658,0.5,0.5
r_673,AI00420,0,0.35555291175842285,0.16666666666666666,0.2
r_503,AI01491,0,0.5713934898376465,0.0625,0.25
r_111,AI13713,0,0.5469073057174683,0.0625,0.25
r_594,AI12105,0,0.4425220787525177,0.2,0.2
r_632,AI04771,0,0.46090131998062134,0.058823529411764705,0.2
r_200,AI07877,0,0.3625684976577759,0.058823529411764705,0.2
r_588,AI09237,0,0.4874107241630554,0.0625,0.25
r_632,AI06762,0,0.36210522055625916,0.058823529411764705,0.2
r_599,AI09476,0,0.5318410396575928,0.0625,0.25
r_503,AI06877,0,0.4821596145629883,0.058823529411764705,0.2
r_2667,AI11959,1,0.2894548773765564,0.07142857142857142,0.5
r_673,AI11397,0,0.3291948437690735,0.16666666666666666,0.2
r_2509,AI10768,1,0.4624488055706024,0.5,0.5
r_588,AI12452,0,0.462593138217926,0.058823529411764705,0.2
r_160,AI03484,0,0.5191506147384644,0.058823529411764705,0.2
r_406,AI07313,0,0.4210823178291321,0.0625,0.25
r_200,AI05766,0,0.5226543545722961,0.0625,0.25
r_1790,AI14781,1,0.47552475333213806,0.5,0.5
r_93,AI02430,0,0.4357466995716095,0.0625,0.25
r_1702,AI01107,1,0.4447280764579773,0.5,0.5
r_134,AI03003,0,0.42842572927474976,0.25,0.25
r_134,AI11019,0,0.3776276409626007,0.2,0.2
r_673,AI09977,0,0.31078624725341797,0.2,0.25
r_200,AI11600,0,0.38546615839004517,0.058823529411764705,0.2
r_187,AI08706,0,0.4320693016052246,0.0625,0.25
r_656,AI12697,0,0.31190261244773865,0.0625,0.25
r_406,AI14600,0,0.4409635663032532,0.0625,0.25
r_562,AI01886,0,0.4928722381591797,0.0625,0.25
r_93,AI08790,0,0.5238255858421326,0.058823529411764705,0.2
r_673,AI08532,0,0.26956242322921753,0.16666666666666666,0.2
r_160,AI00604,0,0.3831533193588257,0.0625,0.25
r_346,AI09436,0,0.5137534737586975,0.058823529411764705,0.2
r_375,AI07606,0,0.5113745927810669,0.058823529411764705,0.2
r_58,AI06608,0,0.5252773761749268,0.0625,0.25
r_406,AI08018,0,0.5290956497192383,0.058823529411764705,0.2
r_89,AI00439,0,0.3350456953048706,0.25,0.25
r_12,AI12447,0,0.3842773735523224,0.2,0.2
r_209,AI08879,0,0.4598349928855896,0.25,0.25
r_132,AI02977,0,0.4831539988517761,0.0625,0.25
r_132,AI10439,0,0.4718848466873169,0.0625,0.25
r_539,AI10302,0,0.2964407503604889,0.0625,0.25
r_58,AI05190,0,0.4591881036758423,0.058823529411764705,0.2
r_111,AI04766,0,0.45583629608154297,0.0625,0.25
r_575,AI05801,0,0.32349979877471924,0.0625,0.25
r_89,AI04159,0,0.45687335729599,0.2,0.2
r_503,AI01358,0,0.4695134162902832,0.0625,0.25
r_1027,AI05568,1,0.37180134654045105,0.07142857142857142,0.5
r_503,AI12034,0,0.5835527181625366,0.0625,0.25
r_2724,AI08219,1,0.5249859690666199,0.5,0.5
r_1426,AI00156,1,0.41688263416290283,0.07142857142857142,0.5
r_224,AI01804,0,0.3596286177635193,0.25,0.25
r_12,AI04585,0,0.43356481194496155,0.2,0.2
r_451,AI01988,0,0.5785592794418335,0.058823529411764705,0.2
r_562,AI12850,0,0.44045066833496094,0.0625,0.25
r_93,AI12856,0,0.39019373059272766,0.058823529411764705,0.2
r_539,AI14352,0,0.27015215158462524,0.0625,0.25
r_594,AI03108,0,0.36204034090042114,0.25,0.25
r_375,AI05468,0,0.4152747094631195,0.0625,0.25
r_539,AI01589,0,0.29732537269592285,0.058823529411764705,0.2
r_562,AI07019,0,0.3844517469406128,0.058823529411764705,0.2
r_58,AI04287,0,0.40711355209350586,0.0625,0.25
r_656,AI12961,0,0.42971062660217285,0.0625,0.25
r_160,AI07207,0,0.5183799266815186,0.0625,0.25
